selection_unit_id,spec,selection_protocol_name,train_window_mode,rolling_train_months,refit_every,rebalance_every,model_id,stage2_model_label,covariance_model_label,covariance_model_kind,mean_model_kind,cross_policy_label,selection_eval_mode,ppgdpo_lite_blocks_valid,ppgdpo_lite_score_mean,ppgdpo_lite_score_q10,ppgdpo_lite_ce_mean,ppgdpo_lite_predictive_static_ce_mean,ppgdpo_lite_myopic_ce_mean,ppgdpo_lite_equal_weight_ce_mean,ppgdpo_lite_min_variance_ce_mean,ppgdpo_lite_risk_parity_ce_mean,ppgdpo_lite_ce_delta_predictive_static_mean,ppgdpo_lite_ce_delta_myopic_mean,ppgdpo_lite_ce_delta_zero_mean,ppgdpo_lite_ce_delta_equal_weight_mean,ppgdpo_lite_ce_delta_min_variance_mean,ppgdpo_lite_ce_delta_risk_parity_mean,ppgdpo_lite_sharpe_mean,ppgdpo_lite_train_objective_mean,assigned_device,stage2_rank_myopic_ce,stage2_rank_ce_gain,stage2_rank_ppgdpo_score,stage2_rank_ppgdpo_q10,stage2_rank_hedging_gain,stage2_real_ppgdpo_score,stage2_mean_first_score,stage2_sort_score,diagnostic_rank,selected_stage2_model,selected_stage2_model_rank,kind,factor_dim,state_dim,horizon,latent_k,feature_blocks,provided_source,residual_base,residual_k,stage1_engine,legacy_spec,r2_oos_ret_mean,r2_oos_ret_median,r2_roll_ret_q10,r2_roll_ret_min,r2_oos_state_mean,r2_oos_state_median,r2_roll_state_q10,r2_roll_state_min,train_obs_mean,train_obs_min_mean,train_obs_max_mean,cross_mean_abs_rho,cross_max_abs_rho,n_blocks,selection_split_mode,selection_val_months_requested,fail_return,fail_state,fail_cross,warn_cross,passes_guard,score_ret_mean_rank,score_ret_q10_rank,score_state_mean_rank,score_state_q10_rank,score_ret_mean_component,score_ret_q10_component,score_state_mean_component,score,stage1_mean_variant_label,cheap_rank,cheap_selected_for_rerank,recommended,official_selected_stage1,diagnostic_stage2,stage1_selected_rank,official_selected_model,official_oos_candidate,selection_role,selection_protocol,final_score,final_rank
pls_H1_k2__rolling240m_annual__baseline_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__baseline_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt,zero,pure_qp,1.0,0.0887751617092365,0.0887751617092365,0.0887751617092365,0.0708320323871424,0.0708320323871424,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01794312932209409,0.01794312932209409,0.0,0.045799725123059694,0.0837358663874315,0.050958612261359,1.107534952262837,,cuda:0,0.323943661971831,0.5633802816901409,0.5774647887323944,0.5774647887323944,0.6690140845070423,0.6003521126760563,0.6003521126760563,0.6003521126760563,30.0,False,,pls,2,2,1.0,2.0,returns,,,,ported_legacy_v2,pls_H1_k2,0.04599483683163494,0.042465320953960495,-0.0006814833690415023,-0.02672979464824226,0.5853276715012625,0.5853276715012625,0.5174663350017368,0.4730424408508606,234.0,192.0,240.0,0.6312442468279548,0.845405750264634,1,trailing_holdout,240,False,False,False,False,True,1.0,0.98,0.43999999999999995,0.42000000000000004,0.0390956113068897,-0.00010222250535622534,0.0,0.03899338880153347,baseline_mean,1,True,False,True,True,1.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.6003521126760563,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__adcc__zero_cross,adcc__zero_cross,adcc,asset_adcc,factor_apt,zero,pure_qp,1.0,0.0886324813654239,0.0886324813654239,0.0886324813654239,0.0723535549490287,0.0723535549490287,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016278926416395195,0.016278926416395195,0.0,0.0456570447792471,0.0835931860436189,0.0508159319175464,1.1096955009416594,,cuda:0,0.852112676056338,0.3098591549295775,0.5492957746478873,0.5492957746478873,0.6690140845070423,0.579225352112676,0.579225352112676,0.579225352112676,32.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,baseline_mean,7,True,False,True,True,7.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.579225352112676,
pls_H2_k2__rolling240m_annual__regime_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__regime_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,regime_gated,pure_qp,1.0,0.08900790560135761,0.08900790560135761,0.089330349823192,0.0623547734203462,0.0623547734203462,0.0429754365861768,0.005039295321805,0.0378165494478775,0.026975576402845806,0.026975576402845806,-0.00032244422183438926,0.046354913237015204,0.084291054501387,0.05151380037531451,1.1308566528327104,,cuda:1,0.05633802816901412,0.971830985915493,0.6338028169014085,0.6338028169014085,0.3802816901408451,0.5704225352112677,0.5704225352112677,0.5704225352112677,33.0,False,,pls,2,2,2.0,2.0,returns,,,,ported_legacy_v2,pls_H2_k2,0.04530791445315138,0.0414605120053011,-0.0028440520814641485,-0.029376634484264356,0.5821860685293003,0.5821860685293003,0.5193710348464198,0.46920263686039004,234.0,192.0,240.0,0.6374434350520934,0.8448145814569078,1,trailing_holdout,240,False,False,False,False,True,0.96,0.92,0.42000000000000004,0.45999999999999996,0.038511727285178675,-0.00042660781221962225,0.0,0.038085119472959054,regime_mean,6,True,False,True,True,6.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.5704225352112677,
pls_H1_k2__rolling240m_annual__regime_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__regime_mean__const,const,const,constant,factor_apt_regime,estimated,pure_qp,1.0,0.0878559303880519,0.0878559303880519,0.0860681852576046,0.0696167556343284,0.0696167556343284,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016451429623276198,0.016451429623276198,0.001787745130447299,0.043092748671427795,0.0810288899357996,0.0482516358097271,1.1048304264868951,,cuda:1,0.23239436619718312,0.352112676056338,0.4225352112676056,0.4225352112676056,1.0,0.5669014084507042,0.5669014084507042,0.5669014084507042,34.0,False,,pls,2,2,1.0,2.0,returns,,,,ported_legacy_v2,pls_H1_k2,0.04599483683163494,0.042465320953960495,-0.0006814833690415023,-0.02672979464824226,0.5853276715012625,0.5853276715012625,0.5174663350017368,0.4730424408508606,234.0,192.0,240.0,0.6312442468279548,0.845405750264634,1,trailing_holdout,240,False,False,False,False,True,1.0,0.98,0.43999999999999995,0.42000000000000004,0.0390956113068897,-0.00010222250535622534,0.0,0.03899338880153347,regime_mean,2,True,False,True,True,2.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.5669014084507042,
pls_H2_k2__rolling240m_annual__regime_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__regime_mean__const,const,const,constant,factor_apt_regime,estimated,pure_qp,1.0,0.08770319047946169,0.08770319047946169,0.0863890453474009,0.0708835773131046,0.0708835773131046,0.0429754365861768,0.005039295321805,0.0378165494478775,0.015505468034296296,0.015505468034296296,0.0013141451320607955,0.0434136087612241,0.0813497500255959,0.0485724958995234,1.1091796112446994,,cuda:1,0.35915492957746475,0.19718309859154926,0.3802816901408451,0.3802816901408451,0.971830985915493,0.5281690140845071,0.5281690140845071,0.5281690140845071,35.0,False,,pls,2,2,2.0,2.0,returns,,,,ported_legacy_v2,pls_H2_k2,0.04530791445315138,0.0414605120053011,-0.0028440520814641485,-0.029376634484264356,0.5821860685293003,0.5821860685293003,0.5193710348464198,0.46920263686039004,234.0,192.0,240.0,0.6374434350520934,0.8448145814569078,1,trailing_holdout,240,False,False,False,False,True,0.96,0.92,0.42000000000000004,0.45999999999999996,0.038511727285178675,-0.00042660781221962225,0.0,0.038085119472959054,regime_mean,6,True,False,True,True,6.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.5281690140845071,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt,zero,pure_qp,1.0,0.0881362623463353,0.0881362623463353,0.0881362623463353,0.071569025376498,0.071569025376498,0.0429754365861768,0.005039295321805,0.0378165494478775,0.016567236969837307,0.016567236969837307,0.0,0.0451608257601585,0.0830969670245303,0.050319712898457804,1.1078305843865526,,cuda:0,0.5211267605633803,0.3661971830985915,0.46478873239436624,0.46478873239436624,0.6690140845070423,0.5158450704225352,0.5158450704225352,0.5158450704225352,36.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,baseline_mean,7,True,False,True,True,7.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.5158450704225352,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,regime_gated,pure_qp,1.0,0.0884035843780703,0.0884035843780703,0.088828676292248,0.0650059271548831,0.0650059271548831,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0238227491373649,0.0238227491373649,-0.0004250919141776943,0.0458532397060712,0.083789380970443,0.0510121268443705,1.1308137784384669,,cuda:1,0.09859154929577463,0.8873239436619719,0.5211267605633803,0.5211267605633803,0.3380281690140845,0.4753521126760563,0.4753521126760563,0.4753521126760563,37.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,regime_mean,4,True,False,True,True,4.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.4753521126760563,
pls_H1_k2__rolling240m_annual__regime_mean,pls_H1_k2,rolling240m_annual,rolling,240,12,1,pls_H1_k2__rolling240m_annual__regime_mean__regime_dcc__zero_cross,regime_dcc__zero_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,zero,pure_qp,1.0,0.0878398889488989,0.0878398889488989,0.0878398889488989,0.0616838096914077,0.0616838096914077,0.0429754365861768,0.005039295321805,0.0378165494478775,0.026156079257491194,0.026156079257491194,0.0,0.044864452362722095,0.0828005936270939,0.0500233395010214,1.100735961270462,,cuda:1,0.014084507042253502,0.9295774647887324,0.4084507042253521,0.4084507042253521,0.6690140845070423,0.4735915492957747,0.4735915492957747,0.4735915492957747,38.0,False,,pls,2,2,1.0,2.0,returns,,,,ported_legacy_v2,pls_H1_k2,0.04599483683163494,0.042465320953960495,-0.0006814833690415023,-0.02672979464824226,0.5853276715012625,0.5853276715012625,0.5174663350017368,0.4730424408508606,234.0,192.0,240.0,0.6312442468279548,0.845405750264634,1,trailing_holdout,240,False,False,False,False,True,1.0,0.98,0.43999999999999995,0.42000000000000004,0.0390956113068897,-0.00010222250535622534,0.0,0.03899338880153347,regime_mean,2,True,False,True,True,2.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.4735915492957747,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__const,const,const,constant,factor_apt_regime,estimated,pure_qp,1.0,0.08696267532578529,0.08696267532578529,0.0858799870540752,0.0722639375060856,0.0722639375060856,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01361604954798959,0.01361604954798959,0.0010826882717100972,0.04290455046789839,0.0808406917322702,0.0480634376061977,1.1106276886988264,,cuda:1,0.823943661971831,0.12676056338028174,0.3098591549295775,0.3098591549295775,0.9436619718309859,0.4683098591549296,0.4683098591549296,0.4683098591549296,39.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,regime_mean,8,True,False,True,True,8.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.4683098591549296,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__dcc,dcc,dcc,asset_dcc,factor_apt_regime,estimated,pure_qp,1.0,0.08845003080252549,0.08845003080252549,0.089378210649103,0.0712240418764539,0.0712240418764539,0.0429754365861768,0.005039295321805,0.0378165494478775,0.018154168772649096,0.018154168772649096,-0.0009281798465775037,0.04640277406292619,0.084338915327298,0.051561661201225496,1.1341017481963724,,cuda:1,0.4859154929577465,0.6338028169014085,0.5352112676056338,0.5352112676056338,0.2535211267605634,0.46478873239436613,0.46478873239436613,0.46478873239436613,40.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,regime_mean,4,True,False,True,True,4.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.46478873239436613,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__dcc,dcc,dcc,asset_dcc,factor_apt_regime,estimated,pure_qp,1.0,0.08830189062534151,0.08830189062534151,0.089257560051022,0.0720215229758336,0.0720215229758336,0.0429754365861768,0.005039295321805,0.0378165494478775,0.017236037075188407,0.017236037075188407,-0.0009556694256804971,0.046282123464845205,0.08421826472921701,0.05144101060314451,1.1352988305677676,,cuda:1,0.7253521126760563,0.5211267605633803,0.5070422535211268,0.5070422535211268,0.21126760563380287,0.43309859154929575,0.43309859154929575,0.43309859154929575,41.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,regime_mean,8,True,False,True,True,8.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.43309859154929575,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__adcc,adcc,adcc,asset_adcc,factor_apt_regime,estimated,pure_qp,1.0,0.08827856217325561,0.08827856217325561,0.0892147940360128,0.0720073990667395,0.0720073990667395,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0172073949692733,0.0172073949692733,-0.0009362318627571947,0.046239357449836004,0.0841754987142078,0.05139824458813531,1.1345148458303789,,cuda:1,0.6971830985915493,0.5070422535211268,0.49295774647887325,0.49295774647887325,0.23943661971830987,0.4295774647887324,0.4295774647887324,0.4295774647887324,42.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,regime_mean,8,True,False,True,True,8.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.4295774647887324,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__dcc,dcc,dcc,asset_dcc,factor_apt,estimated,pure_qp,1.0,0.0878659125512556,0.0878659125512556,0.0882666561119612,0.0723672483143843,0.0723672483143843,0.0429754365861768,0.005039295321805,0.0378165494478775,0.015899407797576898,0.015899407797576898,-0.000400743560705602,0.0452912195257844,0.0832273607901562,0.050450106664083706,1.1207081647345285,,cuda:0,0.8802816901408451,0.22535211267605637,0.43661971830985913,0.43661971830985913,0.352112676056338,0.4154929577464789,0.4154929577464789,0.4154929577464789,43.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,baseline_mean,7,True,False,True,True,7.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.4154929577464789,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__adcc,adcc,adcc,asset_adcc,factor_apt_regime,estimated,pure_qp,1.0,0.0882485834107172,0.0882485834107172,0.0892428533342452,0.0712141778636604,0.0712141778636604,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0180286754705848,0.0180286754705848,-0.0009942699235279961,0.0462674167480684,0.0842035580124402,0.0514263038863677,1.1327155272455764,,cuda:1,0.4577464788732394,0.5915492957746479,0.47887323943661975,0.47887323943661975,0.19718309859154926,0.4084507042253521,0.4084507042253521,0.4084507042253521,44.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,regime_mean,4,True,False,True,True,4.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.4084507042253521,
pls_H24_k2__rolling240m_annual__baseline_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__baseline_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt,estimated,pure_qp,1.0,0.08799504207190421,0.08799504207190421,0.088733014176452,0.072040841068242,0.072040841068242,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01669217310821,0.01669217310821,-0.0007379721045477905,0.045757577590275204,0.083693718854647,0.05091646472857451,1.127025503231958,,cuda:0,0.7887323943661972,0.3943661971830986,0.45070422535211263,0.45070422535211263,0.2816901408450704,0.4084507042253521,0.4084507042253521,0.4084507042253521,45.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,baseline_mean,3,True,False,True,True,3.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.4084507042253521,
pls_H2_k2__rolling240m_annual__regime_mean,pls_H2_k2,rolling240m_annual,rolling,240,12,1,pls_H2_k2__rolling240m_annual__regime_mean__regime_dcc,regime_dcc,regime_dcc,asset_regime_dcc,factor_apt_regime,estimated,pure_qp,1.0,0.0877714123661908,0.0877714123661908,0.0887121032056086,0.0623547734203462,0.0623547734203462,0.0429754365861768,0.005039295321805,0.0378165494478775,0.026357329785262402,0.026357329785262402,-0.0009406908394177932,0.0457366666194318,0.0836728078838036,0.0508955537577311,1.1256935093260696,,cuda:1,0.05633802816901412,0.9436619718309859,0.3943661971830986,0.3943661971830986,0.22535211267605637,0.3521126760563381,0.3521126760563381,0.3521126760563381,46.0,False,,pls,2,2,2.0,2.0,returns,,,,ported_legacy_v2,pls_H2_k2,0.04530791445315138,0.0414605120053011,-0.0028440520814641485,-0.029376634484264356,0.5821860685293003,0.5821860685293003,0.5193710348464198,0.46920263686039004,234.0,192.0,240.0,0.6374434350520934,0.8448145814569078,1,trailing_holdout,240,False,False,False,False,True,0.96,0.92,0.42000000000000004,0.45999999999999996,0.038511727285178675,-0.00042660781221962225,0.0,0.038085119472959054,regime_mean,6,True,False,True,True,6.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.3521126760563381,
pls_H12_k2__rolling240m_annual__regime_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__regime_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt_regime,regime_gated,pure_qp,1.0,0.08766407145239291,0.08766407145239291,0.0884824935931128,0.0654035426708978,0.0654035426708978,0.0429754365861768,0.005039295321805,0.0378165494478775,0.023078950922215,0.023078950922215,-0.0008184221407198933,0.045507057006936004,0.0834431982713078,0.05066594414523531,1.126190914901362,,cuda:1,0.14084507042253525,0.8591549295774648,0.3661971830985915,0.3661971830985915,0.2676056338028169,0.3415492957746479,0.3415492957746479,0.3415492957746479,47.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,regime_mean,8,True,False,True,True,8.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.3415492957746479,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__adcc,adcc,adcc,asset_adcc,factor_apt,estimated,pure_qp,1.0,0.08754080670385131,0.08754080670385131,0.0880866440346376,0.0723535549490287,0.0723535549490287,0.0429754365861768,0.005039295321805,0.0378165494478775,0.0157330890856089,0.0157330890856089,-0.0005458373307862946,0.045111207448460804,0.0830473487128326,0.05027009458676011,1.1188187155069127,,cuda:0,0.852112676056338,0.21126760563380287,0.352112676056338,0.352112676056338,0.295774647887324,0.3380281690140845,0.3380281690140845,0.3380281690140845,48.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,baseline_mean,7,True,False,True,True,7.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.3380281690140845,
pls_H12_k2__rolling240m_annual__baseline_mean,pls_H12_k2,rolling240m_annual,rolling,240,12,1,pls_H12_k2__rolling240m_annual__baseline_mean__regime_dcc__gated_cross,regime_dcc__gated_cross,regime_dcc,asset_regime_dcc,factor_apt,regime_gated,pure_qp,1.0,0.08708304104714891,0.08708304104714891,0.0876096516967421,0.071569025376498,0.071569025376498,0.0429754365861768,0.005039295321805,0.0378165494478775,0.01604062632024411,0.01604062632024411,-0.0005266106495931955,0.044634215110565305,0.0825703563749371,0.04979310224886461,1.114339368488811,,cuda:0,0.5211267605633803,0.23943661971830987,0.323943661971831,0.323943661971831,0.3098591549295775,0.3204225352112676,0.3204225352112676,0.3204225352112676,49.0,False,,pls,2,2,12.0,2.0,returns,,,,ported_legacy_v2,pls_H12_k2,0.04393403270776767,0.03924292567086418,-0.002989471125259799,-0.02799367512841348,0.5708345372217636,0.5708345372217636,0.5180973973616043,0.4732718293301915,234.0,192.0,240.0,0.5800241867056645,0.9425475285901042,1,trailing_holdout,240,False,False,False,False,True,0.92,0.9,0.33999999999999997,0.43999999999999995,0.03734392780160252,-0.00044842066878896983,0.0,0.03689550713281355,baseline_mean,7,True,False,True,True,7.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.3204225352112676,
pls_H24_k2__rolling240m_annual__regime_mean,pls_H24_k2,rolling240m_annual,rolling,240,12,1,pls_H24_k2__rolling240m_annual__regime_mean__const__zero_cross,const__zero_cross,const,constant,factor_apt_regime,zero,pure_qp,1.0,0.0856834201040293,0.0856834201040293,0.0856834201040293,0.071032513369747,0.071032513369747,0.0429754365861768,0.005039295321805,0.0378165494478775,0.014650906734282293,0.014650906734282293,0.0,0.042707983517852495,0.0806441247822243,0.0478668706561518,1.086135753691775,,cuda:1,0.4295774647887324,0.15492957746478875,0.18309859154929575,0.18309859154929575,0.6690140845070423,0.3045774647887324,0.3045774647887324,0.3045774647887324,50.0,False,,pls,2,2,24.0,2.0,returns,,,,ported_legacy_v2,pls_H24_k2,0.045385471265688655,0.04069564419146765,-0.0014508100518091124,-0.02555646753235403,0.5673885129999838,0.5673885129999838,0.5231782370043916,0.4893649063636906,234.0,192.0,240.0,0.5243822287088782,0.9495517793728344,1,trailing_holdout,240,False,False,False,False,True,0.98,0.96,0.31999999999999995,0.48,0.03857765057583536,-0.00021762150777136685,0.0,0.03836002906806399,regime_mean,4,True,False,True,True,4.0,False,False,stage1_survivor_stage2_nonselected,stage1_spec_protocol_selection+stage2_protocol_covariance_selection,0.3045774647887324,
