selection_unit_id,spec,kind,factor_dim,state_dim,horizon,latent_k,feature_blocks,provided_source,residual_base,residual_k,stage1_engine,legacy_spec,selection_protocol_name,train_window_mode,rolling_train_months,refit_every,rebalance_every,r2_oos_ret_mean,r2_oos_ret_median,r2_roll_ret_q10,r2_roll_ret_min,r2_oos_state_mean,r2_oos_state_median,r2_roll_state_q10,r2_roll_state_min,train_obs_mean,train_obs_min_mean,train_obs_max_mean,cross_mean_abs_rho,cross_max_abs_rho,n_blocks,selection_split_mode,selection_val_months_requested,fail_return,fail_state,fail_cross,warn_cross,passes_guard,score_ret_mean_rank,score_ret_q10_rank,score_state_mean_rank,score_state_q10_rank,score_ret_mean_component,score_ret_q10_component,score_state_mean_component,score,stage1_mean_variant_label,mean_model_kind,cheap_rank,cheap_selected_for_rerank,recommended,official_selected_stage1,diagnostic_stage2,stage1_selected_rank
ff3__rolling240m_annual__regime_mean,ff3,provided,3,3,,,,ff3,,,ported_legacy_v2,ff3_only,rolling240m_annual,rolling,240,12,1,0.011088817162296717,-0.003409063853133887,-0.03333628215229879,-0.05809571757604616,0.04426235344784757,0.04107156178196314,-0.02311187754267859,-0.03702792265061775,234.0,192.0,240.0,0.3971897095669893,0.9710219523087105,1,trailing_holdout,240,False,False,False,True,True,0.21999999999999997,0.48,0.24,0.16000000000000003,0.009425494587952209,-0.0050004423228448185,0.0,0.0044250522651073905,regime_mean,factor_apt_regime,74,False,False,False,False,
pls_ret_ff5_curve_macro7_H24_k3__rolling240m_annual__baseline_mean,pls_ret_ff5_curve_macro7_H24_k3,pls,3,3,24.0,3.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.009152672782370554,0.0026062207506708512,-0.04259156696929833,-0.06097732334385748,0.9496704068857783,0.9826686631143496,0.8522201886243597,0.838621059852693,234.0,192.0,240.0,0.6032255321134857,0.8871137779107721,1,trailing_holdout,240,False,False,False,False,True,0.16000000000000003,0.42000000000000004,0.86,0.92,0.007779771865014971,-0.00638873504539475,0.0,0.0013910368196202207,baseline_mean,factor_apt,75,False,False,False,False,
pls_ret_ff5_curve_macro7_H24_k3__rolling240m_annual__regime_mean,pls_ret_ff5_curve_macro7_H24_k3,pls,3,3,24.0,3.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.009152672782370554,0.0026062207506708512,-0.04259156696929833,-0.06097732334385748,0.9496704068857783,0.9826686631143496,0.8522201886243597,0.838621059852693,234.0,192.0,240.0,0.6032255321134857,0.8871137779107721,1,trailing_holdout,240,False,False,False,False,True,0.16000000000000003,0.42000000000000004,0.86,0.92,0.007779771865014971,-0.00638873504539475,0.0,0.0013910368196202207,regime_mean,factor_apt_regime,76,False,False,False,False,
pls_ret_ff5_curve_macro7_H12_k3__rolling240m_annual__baseline_mean,pls_ret_ff5_curve_macro7_H12_k3,pls,3,3,12.0,3.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.017305258996358066,0.017683300161858484,-0.09118140304037996,-0.12697027359060364,0.9529726864755403,0.9781873136139144,0.842714411979034,0.7972912742500711,234.0,192.0,240.0,0.4996377679330233,0.7809187754883072,1,trailing_holdout,240,False,False,False,False,True,0.31999999999999995,0.19999999999999996,0.88,0.9,0.014709470146904356,-0.013677210456056993,0.0,0.0010322596908473626,baseline_mean,factor_apt,77,False,False,False,False,
pls_ret_ff5_curve_macro7_H12_k3__rolling240m_annual__regime_mean,pls_ret_ff5_curve_macro7_H12_k3,pls,3,3,12.0,3.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.017305258996358066,0.017683300161858484,-0.09118140304037996,-0.12697027359060364,0.9529726864755403,0.9781873136139144,0.842714411979034,0.7972912742500711,234.0,192.0,240.0,0.4996377679330233,0.7809187754883072,1,trailing_holdout,240,False,False,False,False,True,0.31999999999999995,0.19999999999999996,0.88,0.9,0.014709470146904356,-0.013677210456056993,0.0,0.0010322596908473626,regime_mean,factor_apt_regime,78,False,False,False,False,
pls_ret_macro7_H12_k3__rolling240m_annual__baseline_mean,pls_ret_macro7_H12_k3,pls,3,3,12.0,3.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H12_k3,rolling240m_annual,rolling,240,12,1,0.020298147945997713,0.017349693987481984,-0.10854740857919726,-0.1654979847794402,0.9627712981927674,0.9856544788002961,0.7888678085034719,0.7616395897782393,234.0,192.0,240.0,0.499031826093033,0.7769366251213718,1,trailing_holdout,240,False,False,False,False,True,0.45999999999999996,0.16000000000000003,0.92,0.8200000000000001,0.017253425754098054,-0.016282111286879588,0.0,0.0009713144672184662,baseline_mean,factor_apt,79,False,False,False,False,
pls_ret_macro7_H12_k3__rolling240m_annual__regime_mean,pls_ret_macro7_H12_k3,pls,3,3,12.0,3.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H12_k3,rolling240m_annual,rolling,240,12,1,0.020298147945997713,0.017349693987481984,-0.10854740857919726,-0.1654979847794402,0.9627712981927674,0.9856544788002961,0.7888678085034719,0.7616395897782393,234.0,192.0,240.0,0.499031826093033,0.7769366251213718,1,trailing_holdout,240,False,False,False,False,True,0.45999999999999996,0.16000000000000003,0.92,0.8200000000000001,0.017253425754098054,-0.016282111286879588,0.0,0.0009713144672184662,regime_mean,factor_apt_regime,80,False,False,False,False,
pls_ret_ff5_curve_macro7_H6_k3__rolling240m_annual__baseline_mean,pls_ret_ff5_curve_macro7_H6_k3,pls,3,3,6.0,3.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.025399571302723387,0.02493510009138833,-0.13977498138183106,-0.181005858220123,0.8812565583350919,0.8390039519797879,0.7601957160151288,0.7267084303387056,234.0,192.0,240.0,0.485661102265855,0.9019948914744954,1,trailing_holdout,240,False,False,False,False,True,0.5800000000000001,0.06000000000000005,0.78,0.72,0.02158963560731488,-0.02096624720727466,0.0,0.0006233884000402187,baseline_mean,factor_apt,81,False,False,False,False,
pls_ret_ff5_curve_macro7_H6_k3__rolling240m_annual__regime_mean,pls_ret_ff5_curve_macro7_H6_k3,pls,3,3,6.0,3.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.025399571302723387,0.02493510009138833,-0.13977498138183106,-0.181005858220123,0.8812565583350919,0.8390039519797879,0.7601957160151288,0.7267084303387056,234.0,192.0,240.0,0.485661102265855,0.9019948914744954,1,trailing_holdout,240,False,False,False,False,True,0.5800000000000001,0.06000000000000005,0.78,0.72,0.02158963560731488,-0.02096624720727466,0.0,0.0006233884000402187,regime_mean,factor_apt_regime,82,False,False,False,False,
ff5_pcares_k2__rolling240m_annual__baseline_mean,ff5_pcares_k2,resid_pca,7,7,,,,,ff5,2.0,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.0055318035832309835,0.001763313723902482,-0.041585021716703245,-0.1571521136912554,-0.005186287403902178,0.0035439109009689496,-0.04360165004279658,-0.06369829053432098,234.0,192.0,240.0,0.2692746242058552,0.9706767896466206,1,trailing_holdout,240,False,False,False,True,True,0.14,0.43999999999999995,0.0,0.0,0.004702033045746336,-0.006237753257505487,0.0,-0.001535720211759151,baseline_mean,factor_apt,83,False,False,False,False,
ff5_pcares_k2__rolling240m_annual__regime_mean,ff5_pcares_k2,resid_pca,7,7,,,,,ff5,2.0,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.0055318035832309835,0.001763313723902482,-0.041585021716703245,-0.1571521136912554,-0.005186287403902178,0.0035439109009689496,-0.04360165004279658,-0.06369829053432098,234.0,192.0,240.0,0.2692746242058552,0.9706767896466206,1,trailing_holdout,240,False,False,False,True,True,0.14,0.43999999999999995,0.0,0.0,0.004702033045746336,-0.006237753257505487,0.0,-0.001535720211759151,regime_mean,factor_apt_regime,84,False,False,False,False,
pls_ret_ff5_macro7_H6_k2__rolling240m_annual__baseline_mean,pls_ret_ff5_macro7_H6_k2,pls,2,2,6.0,2.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H6_k2,rolling240m_annual,rolling,240,12,1,0.02248088752473729,0.014431873189626576,-0.15027047606483543,-0.21062422406973977,0.7872711653982178,0.7872711653982178,0.6996744935140358,0.6709538502815415,234.0,192.0,240.0,0.5551858443593396,0.7741100105360876,1,trailing_holdout,240,False,False,False,False,True,0.54,0.020000000000000018,0.5800000000000001,0.6799999999999999,0.019108754396026696,-0.022540571409725315,0.0,-0.003431817013698619,baseline_mean,factor_apt,85,False,False,False,False,
pls_ret_ff5_macro7_H6_k2__rolling240m_annual__regime_mean,pls_ret_ff5_macro7_H6_k2,pls,2,2,6.0,2.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H6_k2,rolling240m_annual,rolling,240,12,1,0.02248088752473729,0.014431873189626576,-0.15027047606483543,-0.21062422406973977,0.7872711653982178,0.7872711653982178,0.6996744935140358,0.6709538502815415,234.0,192.0,240.0,0.5551858443593396,0.7741100105360876,1,trailing_holdout,240,False,False,False,False,True,0.54,0.020000000000000018,0.5800000000000001,0.6799999999999999,0.019108754396026696,-0.022540571409725315,0.0,-0.003431817013698619,regime_mean,factor_apt_regime,86,False,False,False,False,
pls_ret_ff5_macro7_H24_k3__rolling240m_annual__baseline_mean,pls_ret_ff5_macro7_H24_k3,pls,3,3,24.0,3.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H24_k3,rolling240m_annual,rolling,240,12,1,0.003894046327386966,0.009128099755671193,-0.04497627645476479,-0.06650651853198843,0.9544153346307148,0.985125732449245,0.8564358224518281,0.8395048979716372,234.0,192.0,240.0,0.6492836964003333,0.9249665455420502,1,trailing_holdout,240,False,False,False,False,True,0.12,0.4,0.9,0.94,0.0033099393782789212,-0.0067464414682147185,0.0,-0.0034365020899357972,baseline_mean,factor_apt,87,False,False,False,False,
pls_ret_ff5_macro7_H24_k3__rolling240m_annual__regime_mean,pls_ret_ff5_macro7_H24_k3,pls,3,3,24.0,3.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H24_k3,rolling240m_annual,rolling,240,12,1,0.003894046327386966,0.009128099755671193,-0.04497627645476479,-0.06650651853198843,0.9544153346307148,0.985125732449245,0.8564358224518281,0.8395048979716372,234.0,192.0,240.0,0.6492836964003333,0.9249665455420502,1,trailing_holdout,240,False,False,False,False,True,0.12,0.4,0.9,0.94,0.0033099393782789212,-0.0067464414682147185,0.0,-0.0034365020899357972,regime_mean,factor_apt_regime,88,False,False,False,False,
pls_ret_macro7_H24_k3__rolling240m_annual__baseline_mean,pls_ret_macro7_H24_k3,pls,3,3,24.0,3.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H24_k3,rolling240m_annual,rolling,240,12,1,0.0034357721717232564,-0.00020396439418823853,-0.04575009272194365,-0.07045030654719539,0.9739205273452648,0.9692460407811945,0.8418148562955361,0.8309098754883871,234.0,192.0,240.0,0.6298035921961144,0.8783941432813704,1,trailing_holdout,240,False,False,False,False,True,0.09999999999999998,0.38,0.94,0.88,0.002920406345964768,-0.006862513908291548,0.0,-0.003942107562326779,baseline_mean,factor_apt,89,False,False,False,False,
pls_ret_macro7_H24_k3__rolling240m_annual__regime_mean,pls_ret_macro7_H24_k3,pls,3,3,24.0,3.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H24_k3,rolling240m_annual,rolling,240,12,1,0.0034357721717232564,-0.00020396439418823853,-0.04575009272194365,-0.07045030654719539,0.9739205273452648,0.9692460407811945,0.8418148562955361,0.8309098754883871,234.0,192.0,240.0,0.6298035921961144,0.8783941432813704,1,trailing_holdout,240,False,False,False,False,True,0.09999999999999998,0.38,0.94,0.88,0.002920406345964768,-0.006862513908291548,0.0,-0.003942107562326779,regime_mean,factor_apt_regime,90,False,False,False,False,
pls_ret_macro7_H6_k2__rolling240m_annual__baseline_mean,pls_ret_macro7_H6_k2,pls,2,2,6.0,2.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H6_k2,rolling240m_annual,rolling,240,12,1,0.02137668514570095,0.018032385607519297,-0.15040438804334713,-0.21649753640498412,0.7720267277156738,0.7720267277156738,0.6972525131202043,0.6654190494621437,234.0,192.0,240.0,0.5232283218376172,0.7987951859113821,1,trailing_holdout,240,False,False,False,False,True,0.48,0.0,0.56,0.6599999999999999,0.01817018237384581,-0.02256065820650207,0.0,-0.004390475832656261,baseline_mean,factor_apt,91,False,False,False,False,
pls_ret_macro7_H6_k2__rolling240m_annual__regime_mean,pls_ret_macro7_H6_k2,pls,2,2,6.0,2.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H6_k2,rolling240m_annual,rolling,240,12,1,0.02137668514570095,0.018032385607519297,-0.15040438804334713,-0.21649753640498412,0.7720267277156738,0.7720267277156738,0.6972525131202043,0.6654190494621437,234.0,192.0,240.0,0.5232283218376172,0.7987951859113821,1,trailing_holdout,240,False,False,False,False,True,0.48,0.0,0.56,0.6599999999999999,0.01817018237384581,-0.02256065820650207,0.0,-0.004390475832656261,regime_mean,factor_apt_regime,92,False,False,False,False,
pls_ret_ff5_curve_macro7_H24_k2__rolling240m_annual__baseline_mean,pls_ret_ff5_curve_macro7_H24_k2,pls,2,2,24.0,2.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.00042434086566538957,-0.0007591603154453175,-0.04824187645730212,-0.06251970565358606,0.9319016027512842,0.9319016027512842,0.8215955123449277,0.7805826731644858,234.0,192.0,240.0,0.5612796088260217,0.8756318325458041,1,trailing_holdout,240,False,False,False,False,True,0.07999999999999996,0.31999999999999995,0.8200000000000001,0.86,0.00036068973581558113,-0.007236281468595318,0.0,-0.0068755917327797365,baseline_mean,factor_apt,93,False,False,False,False,
pls_ret_ff5_curve_macro7_H24_k2__rolling240m_annual__regime_mean,pls_ret_ff5_curve_macro7_H24_k2,pls,2,2,24.0,2.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,0.00042434086566538957,-0.0007591603154453175,-0.04824187645730212,-0.06251970565358606,0.9319016027512842,0.9319016027512842,0.8215955123449277,0.7805826731644858,234.0,192.0,240.0,0.5612796088260217,0.8756318325458041,1,trailing_holdout,240,False,False,False,False,True,0.07999999999999996,0.31999999999999995,0.8200000000000001,0.86,0.00036068973581558113,-0.007236281468595318,0.0,-0.0068755917327797365,regime_mean,factor_apt_regime,94,False,False,False,False,
pls_ret_ff5_macro7_H24_k2__rolling240m_annual__baseline_mean,pls_ret_ff5_macro7_H24_k2,pls,2,2,24.0,2.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H24_k2,rolling240m_annual,rolling,240,12,1,0.0001149373120938139,-0.0020544786790037683,-0.04700197710671351,-0.06447579980853974,0.9356400744779401,0.9356400744779401,0.8192064424856789,0.7734093105353482,234.0,192.0,240.0,0.6239815232501439,0.8914095169845141,1,trailing_holdout,240,False,False,False,False,True,0.06000000000000005,0.33999999999999997,0.84,0.84,9.769671527974182e-05,-0.007050296566007027,0.0,-0.006952599850727285,baseline_mean,factor_apt,95,False,False,False,False,
pls_ret_ff5_macro7_H24_k2__rolling240m_annual__regime_mean,pls_ret_ff5_macro7_H24_k2,pls,2,2,24.0,2.0,returns|ff5|macro7,,,,ported_legacy_v2,pls_ret_ff5_macro7_H24_k2,rolling240m_annual,rolling,240,12,1,0.0001149373120938139,-0.0020544786790037683,-0.04700197710671351,-0.06447579980853974,0.9356400744779401,0.9356400744779401,0.8192064424856789,0.7734093105353482,234.0,192.0,240.0,0.6239815232501439,0.8914095169845141,1,trailing_holdout,240,False,False,False,False,True,0.06000000000000005,0.33999999999999997,0.84,0.84,9.769671527974182e-05,-0.007050296566007027,0.0,-0.006952599850727285,regime_mean,factor_apt_regime,96,False,False,False,False,
ff5__rolling240m_annual__baseline_mean,ff5,provided,5,5,,,,ff5,,,ported_legacy_v2,ff5_only,rolling240m_annual,rolling,240,12,1,-0.001417586156958565,-0.015604980848128447,-0.051876264533973586,-0.12364307601992536,0.020452582435410725,0.004800840306979581,-0.021520601411283934,-0.04220083973906748,234.0,192.0,240.0,0.3086044117721185,0.9711126639071829,1,trailing_holdout,240,True,False,False,True,False,0.020000000000000018,0.26,0.12,0.18000000000000005,-0.0012049482334147803,-0.007781439680096038,0.0,-0.008986387913510818,baseline_mean,factor_apt,97,False,False,False,False,
ff5__rolling240m_annual__regime_mean,ff5,provided,5,5,,,,ff5,,,ported_legacy_v2,ff5_only,rolling240m_annual,rolling,240,12,1,-0.001417586156958565,-0.015604980848128447,-0.051876264533973586,-0.12364307601992536,0.020452582435410725,0.004800840306979581,-0.021520601411283934,-0.04220083973906748,234.0,192.0,240.0,0.3086044117721185,0.9711126639071829,1,trailing_holdout,240,True,False,False,True,False,0.020000000000000018,0.26,0.12,0.18000000000000005,-0.0012049482334147803,-0.007781439680096038,0.0,-0.008986387913510818,regime_mean,factor_apt_regime,98,False,False,False,False,
pls_ret_macro7_H24_k2__rolling240m_annual__baseline_mean,pls_ret_macro7_H24_k2,pls,2,2,24.0,2.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H24_k2,rolling240m_annual,rolling,240,12,1,-0.003634964655516431,-0.0010029378289913016,-0.0408237146038353,-0.05727313305464922,0.9815845411061168,0.9815845411061168,0.9033663541415671,0.8925087236818886,234.0,192.0,240.0,0.566202518171641,0.870374843253926,1,trailing_holdout,240,True,False,False,False,False,0.0,0.45999999999999996,0.96,0.96,-0.0030897199571889664,-0.006123557190575294,0.0,-0.009213277147764262,baseline_mean,factor_apt,99,False,False,False,False,
pls_ret_macro7_H24_k2__rolling240m_annual__regime_mean,pls_ret_macro7_H24_k2,pls,2,2,24.0,2.0,returns|macro7,,,,ported_legacy_v2,pls_ret_macro7_H24_k2,rolling240m_annual,rolling,240,12,1,-0.003634964655516431,-0.0010029378289913016,-0.0408237146038353,-0.05727313305464922,0.9815845411061168,0.9815845411061168,0.9033663541415671,0.8925087236818886,234.0,192.0,240.0,0.566202518171641,0.870374843253926,1,trailing_holdout,240,True,False,False,False,False,0.0,0.45999999999999996,0.96,0.96,-0.0030897199571889664,-0.006123557190575294,0.0,-0.009213277147764262,regime_mean,factor_apt_regime,100,False,False,False,False,
pls_ret_ff5_curve_macro7_H12_k2__rolling240m_annual__baseline_mean,pls_ret_ff5_curve_macro7_H12_k2,pls,2,2,12.0,2.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,-0.0002507103758468101,3.528232626670569e-05,-0.07160816386008466,-0.11744578675333996,0.9199212281109037,0.9199212281109037,0.7733846154123903,0.6870752466985715,234.0,192.0,240.0,0.5311920202059137,0.7727567258133207,1,trailing_holdout,240,True,False,False,False,False,0.040000000000000036,0.24,0.8,0.76,-0.0002131038194697886,-0.010741224579012698,0.0,-0.010954328398482486,baseline_mean,factor_apt,101,False,False,False,False,
pls_ret_ff5_curve_macro7_H12_k2__rolling240m_annual__regime_mean,pls_ret_ff5_curve_macro7_H12_k2,pls,2,2,12.0,2.0,returns|ff5|curve_core|macro7,,,,ported_legacy_v2,,rolling240m_annual,rolling,240,12,1,-0.0002507103758468101,3.528232626670569e-05,-0.07160816386008466,-0.11744578675333996,0.9199212281109037,0.9199212281109037,0.7733846154123903,0.6870752466985715,234.0,192.0,240.0,0.5311920202059137,0.7727567258133207,1,trailing_holdout,240,True,False,False,False,False,0.040000000000000036,0.24,0.8,0.76,-0.0002131038194697886,-0.010741224579012698,0.0,-0.010954328398482486,regime_mean,factor_apt_regime,102,False,False,False,False,
